,header,datetime,text,label
97,Compensation closer for women's pensions campaign,20-07-21 19:11,The government was too slow to tell women they would be directly affected by the rising state pension age.,business
98,The social media bakery cooking up memes,30-07-21 6:13,,business
99,Million more set to pay income tax by 2026,12-03-21 17:06,People who get a pay rise between this April and 2026 may find themselves paying a higher rate of tax.,business
100,Stop using Peloton near children - US regulator,18-04-21 5:50,The Consumer Product Safety Commission says it is aware of 39 incidents involving the Tread+ treadmill.,business
101,Fed-up savers may test their luck in prize draws,26-05-21 6:20,The UK's largest building society becomes the latest provider to offer a prize draw to attract custom.,business
103,Vaccine rollout bolsters business confidence,17-03-21 13:23,A report claims the speed of the rollout has increased expectations of stronger economic growth in 2022.,business
106,Pingdemic: ‘I'm losing hundreds of pounds in tips’,02-08-21 22:47,An ill-timed alert on the NHS Covid app can mean bar staff losing out on tip income at the weekend.,business
107,Boohoo says clothes price differences 'a mistake',08-04-21 6:04,Boohoo says it had not realised identical clothing was being sold at different prices across its brands.,business
110,Private equity firm eyes stake in All Blacks,22-03-21 9:56,New Zealand's national treasure has burned through nearly half of its cash reserves due to lockdowns.,business
111,British Airways owner IAG to ramp up flights,30-07-21 15:50,"IAG, which also owns Iberia, says it plans to run at 75% of its 2019 passenger capacity by the end of the year.",business
112,Clothes sales fuel retail boom as shops reopen,21-05-21 17:12,"Retail sales jump 9.2% in April as people returning to work and going out ""update their wardrobes"".",business
114,LG scraps its smartphone business as losses mount,05-04-21 10:43,"The South Korean electronics giant said the mobile phone market had become ""incredibly competitive"".",business
115,Post Office scandal probe extended after criticism,19-05-21 20:52,"Business minister Paul Scully says the bolstered inquiry ""will get to the bottom of this appalling affair"".",business
116,Asda to allow permanent hybrid working for offices,02-07-21 17:08,"The supermarket says most of its 4,000 head office staff can choose to work at home or other locations.",business
118,Belfast software firm Neueda bought in private deal,24-06-21 13:21,"Neueda is growing rapidly, with revenues rising by 38% in 2020 to £32m.",business
119,Amazon predicts slower sales growth,30-07-21 4:41,The tech giant says third quarter sales growth will be slower as customers return to physical shops.,business
120,Plan for law to protect neighbourhood cash access,01-07-21 19:08,The Treasury says people should not have to travel beyond a reasonable distance to withdraw or deposit cash.,business
122,Trendy shoffices and pizza ovens raised fire risks,18-08-21 6:00,Insurer Zurich says residential outbuilding fires rose by 16% last year compared with 2019.,business
124,Morrisons backs US firm's improved takeover offer,20-08-21 17:49,"But shares in the supermarket open higher, suggesting some investors think the £7bn-plus battle is not over.",business
125,"'It's only fixtures and fittings, we'll still be friends'",15-05-21 3:56,,business
126,Biden unveils 'once in a generation' spending plan,01-04-21 6:01,The $2tn investment plan is aimed at re-igniting US economic growth and fighting climate change.,business
127,'I lost my job and launched a pop-up food business',15-03-21 7:01,Online takeaway deliveries have soared in the pandemic and some firms are stronger for making them.,business
128,Craft beer accused of being 'sexist boys' club',17-07-21 4:00,Independent beer makers have promised reform following allegations of discrimination and harassment.,business
129,"Why retro '90s fashion is 'high-risk, high-reward'",22-04-21 18:40,,business
130,"170,000 claims linked to 'crash for cash' gangs",11-05-21 6:05,"Villagers are advised to be vigilant about Bradford and Birmingham, where scam hotspots are located.",business
131,Apple wants staff back in offices by September,03-06-21 19:51,The tech giant says staff will be required to work at least three-days a week at their desks.,business
132,Goldman Sachs delays return to office for workers,16-06-21 20:28,"The investment bank, along with NatWest, is reviewing plans for staff to come back to the office.",business
133,Taiwan authorities look into Apple supplier hack,22-04-21 23:50,Unreleased Apple product blueprints claimed to be among hackers' haul.,technology
134,UK economy rebounds as Covid restrictions ease,12-08-21 16:04,"Retail, restaurants and hotels show strong growth between April and June but data misses forecasts.",business
135,Rail firm defends profits after bailout,12-03-21 17:09,"The Newcastle-based company Go-Ahead says it is being paid to be an ""efficient operator"".",business
136,HSBC plans to phase out coal financing by 2040,12-03-21 17:09,The bank will ask investors to back the plan following pressure from a shareholder campaign group.,business
137,The town traders 'looking forward to good times',09-04-21 7:37,The BBC speaks to small business owners in Bilston as non-essential shops prepare to reopen.,business
138,Carbon emitters 'fail to disclose climate risks',17-09-21 16:40,"In a study of more than 100 company accounts, 80% of audits didn't assess climate risk.",business
139,Public finances 'acute concern' for businesses,07-05-21 21:14,"The rebalancing of the Isle of Man economy is one of several concerns, the Chamber of Commerce says.",business
140,John McAfee charged with fraud over cryptocurrency,12-03-21 17:07,The businessman is accused of promoting cryptocurrency to his followers to inflate prices.,business
141,Town centre reopening queues 'incredible',12-04-21 20:32,"Hundreds get in line outside Ipswich's shops, as Covid restrictions are relaxed.",business
142,"We're in serious trouble, says hospitality sector",15-06-21 3:47,One nightclub owner has been closed since March last year and now has to cancel a full diary of events planned over the next few weeks.,business
143,Higher plastic bag charge comes into force,21-05-21 6:00,"Single-use plastic carrier bags in English shops now cost 10p, twice the previous price.",business
144,Weetabix engineers due to strike in pay row,09-09-21 0:08,The Unite union says workers at two of the firm's sites voted unanimously to walkout over pay.,business
145,GSK boss faces crunch meeting with investors,23-06-21 6:13,The future of the giant drug maker is at stake as its boss faces one of her biggest challenges.,business
148,Amazon is opening a hair salon in London,21-04-21 22:29,The salon will use augmented reality to show styles and colours on clients before they have their hair done.,business
149,Ex-Brewdog staff allege culture of fear at brewer,10-06-21 21:41,"Former employees allege ""cult of personality"" in firm and claim ""toxic attitude"" to junior staff.",business
150,Forgotten Pokemon cards fetch £19K at auction,23-07-21 23:54,The cards were found after being stored in a box under the stairs for more than 20 years.,business
151,How Covid has changed where we want to live,19-03-21 7:01,"Cornwall has overtaken London as the most searched for location among property buyers, data suggests.",business
152,Asda workers win key appeal in equal pay fight,26-03-21 20:43,Supreme Court rules shop workers are free to pursue fight to gain equal pay with warehouse staff.,business
153,Flexible ticket 'will only save me £7 a year',22-06-21 0:14,New flexible train tickets are aimed at commuters doing few days in office - but first impressions are muted.,business
154,UK shoppers warned of summer products shortage,07-06-21 19:51,UK importers say they are still waiting for goods stuck on container ships in other parts of the world.,business
